,p1_len,p2_len,p1_len_bin,p2_len_bin,pair_len,pair_bin,y_hat,label,model_name,tp,fp,tn,fn,t,f
5484,173,234,200,250,234,250,0.8612989187240601,0.0,proteinbert_random,0,1,0,0,0,1
5485,439,972,450,1000,972,1000,0.7354034185409546,1.0,proteinbert_random,1,0,0,0,1,0
5486,352,341,400,350,352,400,0.685478925704956,1.0,proteinbert_random,1,0,0,0,1,0
5487,604,826,650,850,826,850,0.5777082443237305,1.0,proteinbert_random,1,0,0,0,1,0
5488,478,504,500,550,504,550,0.5803824663162231,1.0,proteinbert_random,1,0,0,0,1,0
5489,311,128,350,150,311,350,0.8267596960067749,0.0,proteinbert_random,0,1,0,0,0,1
5490,243,77,250,100,243,250,0.439534068107605,0.0,proteinbert_random,0,0,1,0,1,0
5491,247,255,250,300,255,300,0.7350432872772217,0.0,proteinbert_random,0,1,0,0,0,1
5492,478,476,500,500,478,500,0.4184117913246155,1.0,proteinbert_random,0,0,0,1,0,1
5493,523,466,550,500,523,550,0.0643403306603431,0.0,proteinbert_random,0,0,1,0,1,0
5494,110,513,150,550,513,550,0.747345507144928,1.0,proteinbert_random,1,0,0,0,1,0
5495,300,165,300,200,300,300,0.8229091167449951,0.0,proteinbert_random,0,1,0,0,0,1
5496,103,406,150,450,406,450,0.0608288310468196,0.0,proteinbert_random,0,0,1,0,1,0
5497,320,377,350,400,377,400,0.4384567141532898,0.0,proteinbert_random,0,0,1,0,1,0
5498,390,136,400,150,390,400,0.5898818373680115,0.0,proteinbert_random,0,1,0,0,0,1
5499,108,640,150,650,640,650,0.2684613168239593,0.0,proteinbert_random,0,0,1,0,1,0
5500,362,515,400,550,515,550,0.0298953559249639,0.0,proteinbert_random,0,0,1,0,1,0
5501,513,710,550,750,710,750,0.5677815675735474,1.0,proteinbert_random,1,0,0,0,1,0
5502,380,710,400,750,710,750,0.465806782245636,0.0,proteinbert_random,0,0,1,0,1,0
5503,1475,380,1500,400,1475,1500,0.2599962651729584,1.0,proteinbert_random,0,0,0,1,0,1
5504,835,671,850,700,835,850,0.4557467699050903,0.0,proteinbert_random,0,0,1,0,1,0
5505,100,175,100,200,175,200,0.9813711047172546,1.0,proteinbert_random,1,0,0,0,1,0
5506,338,1736,350,1750,1736,1750,0.2444545924663543,1.0,proteinbert_random,0,0,0,1,0,1
5507,913,144,950,150,913,950,0.6718499064445496,1.0,proteinbert_random,1,0,0,0,1,0
5508,428,257,450,300,428,450,0.6840602159500122,1.0,proteinbert_random,1,0,0,0,1,0
5509,236,1938,250,1950,1938,1950,0.7701560854911804,0.0,proteinbert_random,0,1,0,0,0,1
5510,502,270,550,300,502,550,0.4572588801383972,1.0,proteinbert_random,0,0,0,1,0,1
5511,177,800,200,800,800,800,0.0301143396645784,1.0,proteinbert_random,0,0,0,1,0,1
5512,128,622,150,650,622,650,0.4935577511787414,0.0,proteinbert_random,0,0,1,0,1,0
5513,1041,499,1050,500,1041,1050,0.8835825324058533,1.0,proteinbert_random,1,0,0,0,1,0
5514,500,359,500,400,500,500,0.3558056354522705,0.0,proteinbert_random,0,0,1,0,1,0
5515,444,362,450,400,444,450,0.7079401016235352,1.0,proteinbert_random,1,0,0,0,1,0
5516,369,314,400,350,369,400,0.4020208120346069,0.0,proteinbert_random,0,0,1,0,1,0
5517,465,2209,500,2250,2209,2250,0.5028906464576721,0.0,proteinbert_random,0,1,0,0,0,1
5518,508,395,550,400,508,550,0.3145793676376343,1.0,proteinbert_random,0,0,0,1,0,1
5519,158,341,200,350,341,350,0.2048721462488174,1.0,proteinbert_random,0,0,0,1,0,1
5520,84,715,100,750,715,750,0.4739667177200317,0.0,proteinbert_random,0,0,1,0,1,0
5521,956,218,1000,250,956,1000,0.4685171842575073,0.0,proteinbert_random,0,0,1,0,1,0
5522,904,840,950,850,904,950,0.5865480899810791,1.0,proteinbert_random,1,0,0,0,1,0
5523,847,2261,850,2300,2261,2300,0.0157627966254949,0.0,proteinbert_random,0,0,1,0,1,0
5524,85,1944,100,1950,1944,1950,0.377338171005249,1.0,proteinbert_random,0,0,0,1,0,1
5525,807,765,850,800,807,850,0.558631181716919,0.0,proteinbert_random,0,1,0,0,0,1
5526,372,359,400,400,372,400,0.0146847805008292,1.0,proteinbert_random,0,0,0,1,0,1
5527,2221,208,2250,250,2221,2250,0.482804924249649,0.0,proteinbert_random,0,0,1,0,1,0
5528,952,403,1000,450,952,1000,0.0716509446501731,0.0,proteinbert_random,0,0,1,0,1,0
5529,2492,879,2500,900,2492,2500,0.6667813062667847,1.0,proteinbert_random,1,0,0,0,1,0
5530,480,683,500,700,683,700,0.6420524716377258,1.0,proteinbert_random,1,0,0,0,1,0
5531,67,360,100,400,360,400,0.0200881175696849,0.0,proteinbert_random,0,0,1,0,1,0
5532,620,822,650,850,822,850,0.4371944963932037,1.0,proteinbert_random,0,0,0,1,0,1
5533,2136,322,2150,350,2136,2150,0.8031023740768433,1.0,proteinbert_random,1,0,0,0,1,0
5534,91,1849,100,1850,1849,1850,0.2795091867446899,0.0,proteinbert_random,0,0,1,0,1,0
5535,441,421,450,450,441,450,0.4142277836799621,0.0,proteinbert_random,0,0,1,0,1,0
5536,288,211,300,250,288,300,0.5476117134094238,1.0,proteinbert_random,1,0,0,0,1,0
5537,286,514,300,550,514,550,0.412200003862381,0.0,proteinbert_random,0,0,1,0,1,0
5538,729,1374,750,1400,1374,1400,0.4062749445438385,1.0,proteinbert_random,0,0,0,1,0,1
5539,643,339,650,350,643,650,0.2738344669342041,1.0,proteinbert_random,0,0,0,1,0,1
5540,499,199,500,200,499,500,0.837357759475708,1.0,proteinbert_random,1,0,0,0,1,0
5541,495,216,500,250,495,500,0.6971732378005981,1.0,proteinbert_random,1,0,0,0,1,0
5542,547,736,550,750,736,750,0.5077520608901978,1.0,proteinbert_random,1,0,0,0,1,0
5543,962,796,1000,800,962,1000,0.4821265041828155,0.0,proteinbert_random,0,0,1,0,1,0
5544,887,1249,900,1250,1249,1250,0.6359767317771912,0.0,proteinbert_random,0,1,0,0,0,1
5545,70,264,100,300,264,300,0.9337306618690492,1.0,proteinbert_random,1,0,0,0,1,0
5546,1002,962,1050,1000,1002,1050,0.5250032544136047,1.0,proteinbert_random,1,0,0,0,1,0
5547,315,1378,350,1400,1378,1400,0.0244625285267829,0.0,proteinbert_random,0,0,1,0,1,0
5548,564,472,600,500,564,600,0.0515821501612663,0.0,proteinbert_random,0,0,1,0,1,0
5549,341,124,350,150,341,350,0.1058351770043373,0.0,proteinbert_random,0,0,1,0,1,0
5550,91,522,100,550,522,550,0.7596786022186279,1.0,proteinbert_random,1,0,0,0,1,0
5551,824,131,850,150,824,850,0.497982919216156,1.0,proteinbert_random,0,0,0,1,0,1
5552,156,2136,200,2150,2136,2150,0.6504837870597839,1.0,proteinbert_random,1,0,0,0,1,0
5553,286,540,300,550,540,550,0.6066566705703735,0.0,proteinbert_random,0,1,0,0,0,1
5554,370,401,400,450,401,450,0.0287478007376194,0.0,proteinbert_random,0,0,1,0,1,0
5555,401,167,450,200,401,450,0.0736733227968216,0.0,proteinbert_random,0,0,1,0,1,0
5556,1304,1041,1350,1050,1304,1350,0.6004124879837036,1.0,proteinbert_random,1,0,0,0,1,0
5557,513,588,550,600,588,600,0.4248824119567871,0.0,proteinbert_random,0,0,1,0,1,0
5558,631,559,650,600,631,650,0.6102963089942932,0.0,proteinbert_random,0,1,0,0,0,1
5559,1304,110,1350,150,1304,1350,0.4016955494880676,1.0,proteinbert_random,0,0,0,1,0,1
5560,153,180,200,200,180,200,0.1507620960474014,0.0,proteinbert_random,0,0,1,0,1,0
5561,412,363,450,400,412,450,0.6011559963226318,0.0,proteinbert_random,0,1,0,0,0,1
5562,144,1382,150,1400,1382,1400,0.7242471575737,1.0,proteinbert_random,1,0,0,0,1,0
5563,143,1310,150,1350,1310,1350,0.0914164185523986,0.0,proteinbert_random,0,0,1,0,1,0
5564,1002,844,1050,850,1002,1050,0.1877813339233398,0.0,proteinbert_random,0,0,1,0,1,0
5565,305,1105,350,1150,1105,1150,0.7925500273704529,0.0,proteinbert_random,0,1,0,0,0,1
5566,393,770,400,800,770,800,0.3839658200740814,1.0,proteinbert_random,0,0,0,1,0,1
5567,941,142,950,150,941,950,0.7196983695030212,1.0,proteinbert_random,1,0,0,0,1,0
5568,540,424,550,450,540,550,0.0656421855092048,0.0,proteinbert_random,0,0,1,0,1,0
5569,390,465,400,500,465,500,0.409515768289566,0.0,proteinbert_random,0,0,1,0,1,0
5570,546,860,550,900,860,900,0.7641012668609619,1.0,proteinbert_random,1,0,0,0,1,0
5571,200,465,200,500,465,500,0.6054167151451111,0.0,proteinbert_random,0,1,0,0,0,1
5572,240,2136,250,2150,2136,2150,0.8500324487686157,1.0,proteinbert_random,1,0,0,0,1,0
5573,64,344,100,350,344,350,0.1269274204969406,1.0,proteinbert_random,0,0,0,1,0,1
5574,77,300,100,300,300,300,0.5165286064147949,0.0,proteinbert_random,0,1,0,0,0,1
5575,142,282,150,300,282,300,0.4874342679977417,1.0,proteinbert_random,0,0,0,1,0,1
5576,310,418,350,450,418,450,0.362139493227005,0.0,proteinbert_random,0,0,1,0,1,0
5577,1101,266,1150,300,1101,1150,0.6889241337776184,1.0,proteinbert_random,1,0,0,0,1,0
5578,452,355,500,400,452,500,0.5326554775238037,0.0,proteinbert_random,0,1,0,0,0,1
5579,102,149,150,150,149,150,0.9451311826705932,0.0,proteinbert_random,0,1,0,0,0,1
5580,1403,260,1450,300,1403,1450,0.2974056303501129,0.0,proteinbert_random,0,0,1,0,1,0
5581,380,1426,400,1450,1426,1450,0.6171557307243347,0.0,proteinbert_random,0,1,0,0,0,1
5582,472,113,500,150,472,500,0.9029101729393004,1.0,proteinbert_random,1,0,0,0,1,0
5583,913,472,950,500,913,950,0.6008626222610474,1.0,proteinbert_random,1,0,0,0,1,0
5584,935,803,950,850,935,950,0.0896071642637252,0.0,proteinbert_random,0,0,1,0,1,0
5585,2210,502,2250,550,2210,2250,0.4783681333065033,1.0,proteinbert_random,0,0,0,1,0,1
5586,355,345,400,350,355,400,0.551274299621582,0.0,proteinbert_random,0,1,0,0,0,1
5587,1310,208,1350,250,1310,1350,0.1174609363079071,0.0,proteinbert_random,0,0,1,0,1,0
5588,386,492,400,500,492,500,0.0739064887166023,0.0,proteinbert_random,0,0,1,0,1,0
5589,296,308,300,350,308,350,0.651235044002533,1.0,proteinbert_random,1,0,0,0,1,0
5590,444,270,450,300,444,450,0.1652068346738815,0.0,proteinbert_random,0,0,1,0,1,0
5591,565,674,600,700,674,700,0.3657370507717132,0.0,proteinbert_random,0,0,1,0,1,0
5592,221,846,250,850,846,850,0.5107787251472473,0.0,proteinbert_random,0,1,0,0,0,1
5593,869,504,900,550,869,900,0.2062196582555771,1.0,proteinbert_random,0,0,0,1,0,1
5594,577,390,600,400,577,600,0.075729601085186,0.0,proteinbert_random,0,0,1,0,1,0
5595,1041,800,1050,800,1041,1050,0.5668096542358398,1.0,proteinbert_random,1,0,0,0,1,0
5596,104,393,150,400,393,400,0.2503487765789032,0.0,proteinbert_random,0,0,1,0,1,0
5597,342,237,350,250,342,350,0.5841807126998901,1.0,proteinbert_random,1,0,0,0,1,0
5598,1093,1223,1100,1250,1223,1250,0.5110391974449158,1.0,proteinbert_random,1,0,0,0,1,0
5599,1125,587,1150,600,1125,1150,0.0808298140764236,0.0,proteinbert_random,0,0,1,0,1,0
5600,696,1996,700,2000,1996,2000,0.1682929247617721,0.0,proteinbert_random,0,0,1,0,1,0
5601,171,390,200,400,390,400,0.3770835995674133,0.0,proteinbert_random,0,0,1,0,1,0
5602,439,312,450,350,439,450,0.9247643947601318,1.0,proteinbert_random,1,0,0,0,1,0
5603,565,2136,600,2150,2136,2150,0.784676194190979,1.0,proteinbert_random,1,0,0,0,1,0
5604,396,895,400,900,895,900,0.8035752773284912,1.0,proteinbert_random,1,0,0,0,1,0
5605,385,372,400,400,385,400,0.5072616338729858,1.0,proteinbert_random,1,0,0,0,1,0
5606,103,155,150,200,155,200,0.831768810749054,1.0,proteinbert_random,1,0,0,0,1,0
5607,972,2136,1000,2150,2136,2150,0.7878739237785339,1.0,proteinbert_random,1,0,0,0,1,0
5608,502,524,550,550,524,550,0.0358293801546096,0.0,proteinbert_random,0,0,1,0,1,0
5609,513,144,550,150,513,550,0.058012381196022,0.0,proteinbert_random,0,0,1,0,1,0
5610,412,683,450,700,683,700,0.221504271030426,0.0,proteinbert_random,0,0,1,0,1,0
5611,102,550,150,550,550,550,0.5948450565338135,1.0,proteinbert_random,1,0,0,0,1,0
5612,286,333,300,350,333,350,0.5517894625663757,0.0,proteinbert_random,0,1,0,0,0,1
5613,546,1391,550,1400,1391,1400,0.6749008893966675,1.0,proteinbert_random,1,0,0,0,1,0
5614,2161,687,2200,700,2161,2200,0.1204022243618965,0.0,proteinbert_random,0,0,1,0,1,0
5615,935,673,950,700,935,950,0.0304439831525087,0.0,proteinbert_random,0,0,1,0,1,0
5616,752,943,800,950,943,950,0.1401196718215942,0.0,proteinbert_random,0,0,1,0,1,0
5617,99,107,100,150,107,150,0.7163534164428711,1.0,proteinbert_random,1,0,0,0,1,0
5618,453,102,500,150,453,500,0.7601256370544434,1.0,proteinbert_random,1,0,0,0,1,0
5619,557,501,600,550,557,600,0.7697409987449646,1.0,proteinbert_random,1,0,0,0,1,0
5620,324,94,350,100,324,350,0.2004985958337783,0.0,proteinbert_random,0,0,1,0,1,0
5621,1556,425,1600,450,1556,1600,0.7496814131736755,1.0,proteinbert_random,1,0,0,0,1,0
5622,758,370,800,400,758,800,0.1379708796739578,0.0,proteinbert_random,0,0,1,0,1,0
5623,233,255,250,300,255,300,0.0497103556990623,0.0,proteinbert_random,0,0,1,0,1,0
5624,546,1298,550,1300,1298,1300,0.7367158532142639,1.0,proteinbert_random,1,0,0,0,1,0
5625,320,352,350,400,352,400,0.6806000471115112,1.0,proteinbert_random,1,0,0,0,1,0
5626,952,713,1000,750,952,1000,0.4907217621803283,0.0,proteinbert_random,0,0,1,0,1,0
5627,200,1581,200,1600,1581,1600,0.3458558619022369,1.0,proteinbert_random,0,0,0,1,0,1
5628,850,720,850,750,850,850,0.5852901339530945,1.0,proteinbert_random,1,0,0,0,1,0
5629,670,836,700,850,836,850,0.1097030490636825,1.0,proteinbert_random,0,0,0,1,0,1
5630,155,671,200,700,671,700,0.0666916891932487,0.0,proteinbert_random,0,0,1,0,1,0
5631,371,259,400,300,371,400,0.0544347576797008,0.0,proteinbert_random,0,0,1,0,1,0
5632,171,526,200,550,526,550,0.1729850322008133,1.0,proteinbert_random,0,0,0,1,0,1
5633,861,734,900,750,861,900,0.5395269989967346,1.0,proteinbert_random,1,0,0,0,1,0
5634,237,266,250,300,266,300,0.4021751582622528,0.0,proteinbert_random,0,0,1,0,1,0
5635,99,99,100,100,99,100,0.630227267742157,0.0,proteinbert_random,0,1,0,0,0,1
5636,179,105,200,150,179,200,0.709116518497467,1.0,proteinbert_random,1,0,0,0,1,0
5637,1381,396,1400,400,1381,1400,0.5520815849304199,0.0,proteinbert_random,0,1,0,0,0,1
5638,1194,354,1200,400,1194,1200,0.1718854755163192,1.0,proteinbert_random,0,0,0,1,0,1
5639,1566,179,1600,200,1566,1600,0.4483943283557892,0.0,proteinbert_random,0,0,1,0,1,0
5640,482,425,500,450,482,500,0.8785479664802551,1.0,proteinbert_random,1,0,0,0,1,0
5641,861,711,900,750,861,900,0.5068661570549011,1.0,proteinbert_random,1,0,0,0,1,0
5642,160,239,200,250,239,250,0.4515834152698517,1.0,proteinbert_random,0,0,0,1,0,1
5643,129,356,150,400,356,400,0.6243389248847961,1.0,proteinbert_random,1,0,0,0,1,0
5644,333,114,350,150,333,350,0.5112246870994568,1.0,proteinbert_random,1,0,0,0,1,0
5645,143,783,150,800,783,800,0.3751410543918609,0.0,proteinbert_random,0,0,1,0,1,0
5646,385,890,400,900,890,900,0.5237776041030884,0.0,proteinbert_random,0,1,0,0,0,1
5647,394,669,400,700,669,700,0.0970781743526458,0.0,proteinbert_random,0,0,1,0,1,0
5648,146,333,150,350,333,350,0.6241401433944702,1.0,proteinbert_random,1,0,0,0,1,0
5649,805,1009,850,1050,1009,1050,0.2215278595685959,0.0,proteinbert_random,0,0,1,0,1,0
5650,542,1098,550,1100,1098,1100,0.0408576987683773,0.0,proteinbert_random,0,0,1,0,1,0
5651,313,1140,350,1150,1140,1150,0.096210666000843,1.0,proteinbert_random,0,0,0,1,0,1
5652,349,1651,350,1700,1651,1700,0.0299377012997865,0.0,proteinbert_random,0,0,1,0,1,0
5653,119,857,150,900,857,900,0.0910948291420936,0.0,proteinbert_random,0,0,1,0,1,0
5654,158,1447,200,1450,1447,1450,0.5041462779045105,0.0,proteinbert_random,0,1,0,0,0,1
5655,229,295,250,300,295,300,0.7432084679603577,0.0,proteinbert_random,0,1,0,0,0,1
5656,895,464,900,500,895,900,0.5450129508972168,1.0,proteinbert_random,1,0,0,0,1,0
5657,298,168,300,200,298,300,0.7775561213493347,1.0,proteinbert_random,1,0,0,0,1,0
5658,1043,540,1050,550,1043,1050,0.4906012415885925,0.0,proteinbert_random,0,0,1,0,1,0
5659,259,355,300,400,355,400,0.2723332643508911,0.0,proteinbert_random,0,0,1,0,1,0
5660,615,942,650,950,942,950,0.0373060889542102,0.0,proteinbert_random,0,0,1,0,1,0
5661,1599,465,1600,500,1599,1600,0.6338890194892883,1.0,proteinbert_random,1,0,0,0,1,0
5662,804,1040,850,1050,1040,1050,0.0872189700603485,0.0,proteinbert_random,0,0,1,0,1,0
5663,921,437,950,450,921,950,0.1938519775867462,0.0,proteinbert_random,0,0,1,0,1,0
5664,411,233,450,250,411,450,0.5932551622390747,0.0,proteinbert_random,0,1,0,0,0,1
5665,1006,412,1050,450,1006,1050,0.0564475916326046,1.0,proteinbert_random,0,0,0,1,0,1
5666,1135,921,1150,950,1135,1150,0.0320015326142311,0.0,proteinbert_random,0,0,1,0,1,0
5667,320,546,350,550,546,550,0.6706788539886475,0.0,proteinbert_random,0,1,0,0,0,1
5668,1534,1378,1550,1400,1534,1550,0.736769437789917,1.0,proteinbert_random,1,0,0,0,1,0
5669,1019,269,1050,300,1019,1050,0.0133626507595181,0.0,proteinbert_random,0,0,1,0,1,0
5670,133,564,150,600,564,600,0.8345212340354919,1.0,proteinbert_random,1,0,0,0,1,0
5671,592,254,600,300,592,600,0.6221557259559631,0.0,proteinbert_random,0,1,0,0,0,1
5672,879,715,900,750,879,900,0.6956360936164856,0.0,proteinbert_random,0,1,0,0,0,1
5673,895,683,900,700,895,900,0.7127238512039185,1.0,proteinbert_random,1,0,0,0,1,0
5674,1208,734,1250,750,1208,1250,0.4947622120380401,1.0,proteinbert_random,0,0,0,1,0,1
5675,1054,1484,1100,1500,1484,1500,0.518898069858551,1.0,proteinbert_random,1,0,0,0,1,0
5676,725,895,750,900,895,900,0.4710194766521454,0.0,proteinbert_random,0,0,1,0,1,0
5677,388,326,400,350,388,400,0.1491707563400268,0.0,proteinbert_random,0,0,1,0,1,0
5678,476,787,500,800,787,800,0.515112042427063,0.0,proteinbert_random,0,1,0,0,0,1
5679,567,400,600,400,567,600,0.2522517740726471,0.0,proteinbert_random,0,0,1,0,1,0
5680,2925,365,2950,400,2925,2950,0.0258813612163066,0.0,proteinbert_random,0,0,1,0,1,0
5681,1426,361,1450,400,1426,1450,0.5171458721160889,1.0,proteinbert_random,1,0,0,0,1,0
5682,887,237,900,250,887,900,0.4450283348560333,0.0,proteinbert_random,0,0,1,0,1,0
5683,449,985,450,1000,985,1000,0.4753853380680084,0.0,proteinbert_random,0,0,1,0,1,0
5684,501,312,550,350,501,550,0.7592759728431702,1.0,proteinbert_random,1,0,0,0,1,0
5685,815,795,850,800,815,850,0.6656836271286011,1.0,proteinbert_random,1,0,0,0,1,0
5686,542,418,550,450,542,550,0.4649856984615326,0.0,proteinbert_random,0,0,1,0,1,0
5687,913,113,950,150,913,950,0.8090092539787292,1.0,proteinbert_random,1,0,0,0,1,0
5688,420,467,450,500,467,500,0.4125131368637085,0.0,proteinbert_random,0,0,1,0,1,0
5689,108,764,150,800,764,800,0.5478569865226746,0.0,proteinbert_random,0,1,0,0,0,1
5690,1382,494,1400,500,1382,1400,0.0844907611608505,0.0,proteinbert_random,0,0,1,0,1,0
5691,105,1043,150,1050,1043,1050,0.0572119615972042,0.0,proteinbert_random,0,0,1,0,1,0
5692,495,559,500,600,559,600,0.7242242097854614,1.0,proteinbert_random,1,0,0,0,1,0
5693,581,427,600,450,581,600,0.1657314300537109,0.0,proteinbert_random,0,0,1,0,1,0
5694,1290,280,1300,300,1290,1300,0.4246178567409515,0.0,proteinbert_random,0,0,1,0,1,0
5695,495,520,500,550,520,550,0.5706958174705505,1.0,proteinbert_random,1,0,0,0,1,0
5696,794,314,800,350,794,800,0.5758644938468933,1.0,proteinbert_random,1,0,0,0,1,0
5697,352,431,400,450,431,450,0.8919994235038757,1.0,proteinbert_random,1,0,0,0,1,0
5698,69,380,100,400,380,400,0.0089041050523519,1.0,proteinbert_random,0,0,0,1,0,1
5699,536,709,550,750,709,750,0.7058518528938293,1.0,proteinbert_random,1,0,0,0,1,0
5700,773,154,800,200,773,800,0.5605822205543518,0.0,proteinbert_random,0,1,0,0,0,1
5701,418,598,450,600,598,600,0.1565402150154113,0.0,proteinbert_random,0,0,1,0,1,0
5702,327,796,350,800,796,800,0.5880221128463745,1.0,proteinbert_random,1,0,0,0,1,0
5703,550,1140,550,1150,1140,1150,0.665191113948822,1.0,proteinbert_random,1,0,0,0,1,0
5704,735,339,750,350,735,750,0.3718510270118713,1.0,proteinbert_random,0,0,0,1,0,1
5705,296,444,300,450,444,450,0.5739983320236206,1.0,proteinbert_random,1,0,0,0,1,0
5706,658,995,700,1000,995,1000,0.259546548128128,1.0,proteinbert_random,0,0,0,1,0,1
5707,372,344,400,350,372,400,0.5097816586494446,1.0,proteinbert_random,1,0,0,0,1,0
5708,453,919,500,950,919,950,0.2103786915540695,1.0,proteinbert_random,0,0,0,1,0,1
5709,390,380,400,400,390,400,0.0415144376456737,0.0,proteinbert_random,0,0,1,0,1,0
5710,180,350,200,350,350,350,0.4619701206684112,0.0,proteinbert_random,0,0,1,0,1,0
5711,553,529,600,550,553,600,0.6936424374580383,1.0,proteinbert_random,1,0,0,0,1,0
5712,166,198,200,200,198,200,0.888190746307373,0.0,proteinbert_random,0,1,0,0,0,1
5713,103,1006,150,1050,1006,1050,0.171286255121231,0.0,proteinbert_random,0,0,1,0,1,0
5714,620,330,650,350,620,650,0.0449061654508113,1.0,proteinbert_random,0,0,0,1,0,1
5715,197,211,200,250,211,250,0.8750857710838318,0.0,proteinbert_random,0,1,0,0,0,1
5716,159,240,200,250,240,250,0.7904626727104187,1.0,proteinbert_random,1,0,0,0,1,0
5717,597,1507,600,1550,1507,1550,0.6913973093032837,1.0,proteinbert_random,1,0,0,0,1,0
5718,102,513,150,550,513,550,0.7145975232124329,0.0,proteinbert_random,0,1,0,0,0,1
5719,497,58,500,100,497,500,0.272273302078247,0.0,proteinbert_random,0,0,1,0,1,0
5720,395,1041,400,1050,1041,1050,0.1286468058824539,0.0,proteinbert_random,0,0,1,0,1,0
5721,159,1304,200,1350,1304,1350,0.6414251327514648,1.0,proteinbert_random,1,0,0,0,1,0
5722,434,833,450,850,833,850,0.5323807597160339,0.0,proteinbert_random,0,1,0,0,0,1
5723,439,800,450,800,800,800,0.6371080279350281,1.0,proteinbert_random,1,0,0,0,1,0
5724,144,795,150,800,795,800,0.6791654229164124,1.0,proteinbert_random,1,0,0,0,1,0
5725,677,977,700,1000,977,1000,0.5174509882926941,0.0,proteinbert_random,0,1,0,0,0,1
5726,308,254,350,300,308,350,0.8268628716468811,1.0,proteinbert_random,1,0,0,0,1,0
5727,2266,326,2300,350,2266,2300,0.6860300302505493,1.0,proteinbert_random,1,0,0,0,1,0
5728,103,541,150,550,541,550,0.0585826896131038,0.0,proteinbert_random,0,0,1,0,1,0
5729,520,1507,550,1550,1507,1550,0.4536980390548706,1.0,proteinbert_random,0,0,0,1,0,1
5730,662,374,700,400,662,700,0.1366288363933563,0.0,proteinbert_random,0,0,1,0,1,0
5731,1512,977,1550,1000,1512,1550,0.5004976391792297,0.0,proteinbert_random,0,1,0,0,0,1
5732,790,156,800,200,790,800,0.4617089629173279,1.0,proteinbert_random,0,0,0,1,0,1
5733,359,685,400,700,685,700,0.0495149679481983,0.0,proteinbert_random,0,0,1,0,1,0
5734,1304,393,1350,400,1304,1350,0.5676862597465515,1.0,proteinbert_random,1,0,0,0,1,0
5735,84,84,100,100,84,100,0.8757041096687317,1.0,proteinbert_random,1,0,0,0,1,0
5736,225,2136,250,2150,2136,2150,0.2168770879507064,1.0,proteinbert_random,0,0,0,1,0,1
5737,104,1944,150,1950,1944,1950,0.2000383585691452,0.0,proteinbert_random,0,0,1,0,1,0
5738,759,942,800,950,942,950,0.6675547361373901,1.0,proteinbert_random,1,0,0,0,1,0
5739,562,91,600,100,562,600,0.3191792666912079,0.0,proteinbert_random,0,0,1,0,1,0
5740,748,393,750,400,748,750,0.508589506149292,1.0,proteinbert_random,1,0,0,0,1,0
5741,557,86,600,100,557,600,0.7689127922058105,1.0,proteinbert_random,1,0,0,0,1,0
5742,501,800,550,800,800,800,0.7192135453224182,1.0,proteinbert_random,1,0,0,0,1,0
5743,285,292,300,300,292,300,0.5601566433906555,1.0,proteinbert_random,1,0,0,0,1,0
5744,785,2725,800,2750,2725,2750,0.0797914788126945,0.0,proteinbert_random,0,0,1,0,1,0
5745,380,423,400,450,423,450,0.6406494975090027,0.0,proteinbert_random,0,1,0,0,0,1
5746,495,372,500,400,495,500,0.0797831490635871,0.0,proteinbert_random,0,0,1,0,1,0
5747,696,492,700,500,696,700,0.058868832886219,0.0,proteinbert_random,0,0,1,0,1,0
5748,566,1208,600,1250,1208,1250,0.4252364933490753,1.0,proteinbert_random,0,0,0,1,0,1
5749,1037,480,1050,500,1037,1050,0.2610023915767669,0.0,proteinbert_random,0,0,1,0,1,0
5750,396,522,400,550,522,550,0.8247320055961609,1.0,proteinbert_random,1,0,0,0,1,0
5751,167,454,200,500,454,500,0.096189759671688,0.0,proteinbert_random,0,0,1,0,1,0
5752,385,130,400,150,385,400,0.1012037396430969,0.0,proteinbert_random,0,0,1,0,1,0
5753,116,745,150,750,745,750,0.4926406443119049,0.0,proteinbert_random,0,0,1,0,1,0
5754,1241,595,1250,600,1241,1250,0.0242590364068746,0.0,proteinbert_random,0,0,1,0,1,0
5755,375,359,400,400,375,400,0.5538108348846436,0.0,proteinbert_random,0,1,0,0,0,1
5756,615,1484,650,1500,1484,1500,0.0322035737335681,0.0,proteinbert_random,0,0,1,0,1,0
5757,67,184,100,200,184,200,0.4072310328483581,0.0,proteinbert_random,0,0,1,0,1,0
5758,348,372,350,400,372,400,0.4885068833827972,1.0,proteinbert_random,0,0,0,1,0,1
5759,359,345,400,350,359,400,0.4229879975318908,0.0,proteinbert_random,0,0,1,0,1,0
5760,333,247,350,250,333,350,0.5586034655570984,1.0,proteinbert_random,1,0,0,0,1,0
5761,322,1391,350,1400,1391,1400,0.6193954944610596,1.0,proteinbert_random,1,0,0,0,1,0
5762,210,133,250,150,210,250,0.8667278289794922,1.0,proteinbert_random,1,0,0,0,1,0
5763,798,423,800,450,798,800,0.4792644679546356,1.0,proteinbert_random,0,0,0,1,0,1
5764,142,820,150,850,820,850,0.5207359790802002,1.0,proteinbert_random,1,0,0,0,1,0
5765,498,747,500,750,747,750,0.1229989603161811,0.0,proteinbert_random,0,0,1,0,1,0
5766,1484,1043,1500,1050,1484,1500,0.5549440979957581,1.0,proteinbert_random,1,0,0,0,1,0
